#stable_id	start	end	strand	biotype	description
MRA_1021	1132933	1134567	1	protein_coding	polyketide synthase Pks16
MRA_1022	1134641	1135216	-1	protein_coding	peptidyl-tRNA hydrolase
MRA_1023	1135229	1135876	-1	protein_coding	50S ribosomal protein L25
MRA_1024	1136093	1136773	-1	protein_coding	putative conserved lipoprotein LpqT
MRA_1025	1136809	1137789	-1	protein_coding	ribose-phosphate pyrophosphokinase
MRA_1026	1137881	1139368	-1	protein_coding	UDP-N-acetylglucosamine pyrophosphorylase
MRA_t16	1139384	1139455	-1	tRNA	-
MRA_1027	1139623	1140216	1	protein_coding	TetR-family transcriptional regulator
MRA_1028	1140275	1143979	1	protein_coding	transcription-repair coupling factor
MRA_1029	1143979	1144956	1	protein_coding	conserved hypothetical protein
MRA_1030	1145044	1145775	1	protein_coding	Putative conserved lipoprotein LpqU
MRA_1031	1145872	1147161	1	protein_coding	phosphopyruvate hydratase
MRA_1032	1147166	1147852	1	protein_coding	putative conserved membrane protein
MRA_1033	1147869	1148336	1	protein_coding	hypothetical protein
MRA_1034	1148327	1149286	1	protein_coding	hypothetical protein
MRA_1035	1149735	1150415	-1	protein_coding	transcriptional regulatory protein KdpE
MRA_1036	1150412	1152994	-1	protein_coding	sensor histidine kinase KdpD
MRA_1036A	1153228	1153320	1	protein_coding	putative membrane protein KdpF
MRA_1037	1153320	1155035	1	protein_coding	potassium-transporting ATPase subunit A
MRA_1038	1155032	1157161	1	protein_coding	potassium-transporting ATPase subunit B
MRA_1039	1157161	1157730	1	protein_coding	potassium-transporting ATPase subunit C
MRA_1040	1157734	1159263	-1	protein_coding	two component sensor histidine kinase TrcS
MRA_1041	1159271	1160044	-1	protein_coding	DNA-binding response regulator TrcR
MRA_1042	1160226	1160615	-1	protein_coding	putative transposase
MRA_1043	1160683	1161369	-1	protein_coding	putative transposase
MRA_1044	1161403	1161741	-1	protein_coding	truncated IS1560 transposase
MRA_1045	1161852	1162136	-1	protein_coding	putative esat-6 like protein EsxV
MRA_1046	1162163	1162459	-1	protein_coding	esat-6 like protein EsxJ
MRA_1047	1162605	1163780	-1	protein_coding	PPE family protein
MRA_1048	1163857	1164684	-1	protein_coding	PE family protein
MRA_1049	1165472	1165780	-1	protein_coding	hypothetical protein
MRA_1050	1165880	1166743	-1	protein_coding	ISMt1 transposase B
MRA_1051	1166400	1166807	-1	protein_coding	ISMt1 transposase A
MRA_1052	1167089	1168114	-1	protein_coding	conserved hypothetical protein
MRA_1053	1168361	1168984	1	protein_coding	hypothetical protein
MRA_1054	1168981	1169862	1	protein_coding	hypothetical protein
MRA_1055	1169944	1170537	-1	protein_coding	hypothetical protein
MRA_1056	1170732	1171979	1	protein_coding	IS1081 transposase
MRA_1057	1172347	1173462	-1	protein_coding	hypothetical protein
MRA_1058	1173695	1174141	1	protein_coding	putative transcriptional repressor protein
MRA_1059	1174190	1175095	1	protein_coding	putative short-chain type dehydrogenase/reductase
MRA_1060	1175254	1176009	-1	protein_coding	hypothetical protein
MRA_1061	1177032	1177421	1	protein_coding	hypothetical protein
MRA_1062	1177320	1177595	-1	protein_coding	hypothetical protein
MRA_1063	1178237	1178551	1	protein_coding	hypothetical protein
MRA_1064	1178404	1178682	1	protein_coding	putative integrase
MRA_t17	1178705	1178778	1	tRNA	-
MRA_1065	1178937	1179701	1	protein_coding	hypothetical protein
MRA_1066	1179913	1180059	-1	protein_coding	hypothetical protein
MRA_1067	1180705	1181886	1	protein_coding	conserved hypothetical protein
MRA_1068	1181993	1183624	1	protein_coding	fatty-acid-CoA ligase FadD14
MRA_1069	1183700	1184764	1	protein_coding	hypothetical protein
MRA_1070	1184817	1185290	1	protein_coding	hypothetical protein
MRA_1071	1185324	1186187	1	protein_coding	conserved hypothetical protein
MRA_1072	1186192	1187049	1	protein_coding	hypothetical protein
MRA_1073	1187050	1188132	-1	protein_coding	hypothetical protein
MRA_1074	1188213	1188632	-1	protein_coding	putative lipoprotein LpqV
MRA_1075	1188744	1189310	1	protein_coding	hypothetical protein
MRA_1076	1189307	1189702	1	protein_coding	hypothetical protein
MRA_1077	1189730	1191733	-1	protein_coding	PE-PGRS family protein
MRA_1078	1192066	1193457	-1	protein_coding	PE-PGRS family protein
MRA_1079	1193819	1195582	-1	protein_coding	hypothetical protein
MRA_1080	1195579	1196352	-1	protein_coding	enoyl-CoA hydratase EchA8
MRA_1081	1196364	1197401	-1	protein_coding	enoyl-CoA hydratase EchA9
MRA_1082	1197588	1198424	1	protein_coding	putative conserved transmembrane protein
MRA_1083	1198540	1199391	1	protein_coding	hypothetical protein
MRA_1084	1199465	1200682	-1	protein_coding	beta-ketoacyl CoA thiolase FadA3
MRA_1085	1200735	1201679	-1	protein_coding	hypothetical protein
MRA_1086	1202076	1202969	1	protein_coding	esterase LipU
MRA_1087	1203026	1204420	1	protein_coding	cysteine synthase/cystathionine beta-synthase family protein
MRA_1088	1204622	1205344	1	protein_coding	putative proline rich antigen-like protein
MRA_1089	1205376	1206542	1	protein_coding	cystathionine gamma-synthase
MRA_1090	1206613	1207107	-1	protein_coding	transcription elongation factor GreA
MRA_1091	1207293	1207727	-1	protein_coding	hypothetical protein
MRA_1092	1207829	1208695	1	protein_coding	mycothiol conjugate amidase Mca
MRA_1093	1208692	1208958	1	protein_coding	hypothetical protein
MRA_1094	1208945	1210966	1	protein_coding	hypothetical protein
MRA_1095	1211065	1211793	-1	protein_coding	putative hemolysin-like protein
MRA_1096	1211904	1212692	1	protein_coding	undecaprenyl diphosphate synthase
MRA_1097	1212869	1215172	1	protein_coding	PE-PGRS family protein
MRA_1098	1215349	1215669	1	protein_coding	hypothetical protein
MRA_1099	1215804	1216256	1	protein_coding	PE family protein
MRA_1100	1216826	1216930	1	protein_coding	cellulase CelA2a
MRA_1101	1216908	1217363	1	protein_coding	cellulase CelA2b
MRA_1102	1217778	1219517	1	protein_coding	PE-PGRS family protein
MRA_1103	1220558	1221496	-1	protein_coding	pantothenate kinase
MRA_1104	1221884	1223164	1	protein_coding	serine hydroxymethyltransferase
MRA_1105	1223269	1224096	1	protein_coding	putative acyl-(acyl-carrier-protein) desaturase
MRA_1106	1224307	1225608	1	protein_coding	putative PhoH-like protein PhoH2
MRA_1107	1225695	1226570	1	protein_coding	putative polysaccharide deacetylase
MRA_1108	1226573	1227454	-1	protein_coding	putative glycine and proline rich membrane protein
MRA_1109	1227451	1228875	-1	protein_coding	fumarate hydratase
MRA_1110	1228906	1229892	-1	protein_coding	conserved hypothetical protein
MRA_1111	1229993	1230694	1	protein_coding	hypothetical protein
MRA_1112	1230701	1231858	-1	protein_coding	hypothetical protein
MRA_1113	1231970	1232281	-1	protein_coding	hypothetical protein
MRA_1114	1232281	1232601	-1	protein_coding	hypothetical protein
MRA_1115	1232611	1233300	1	protein_coding	putative para-nitrobenzyl esterase
MRA_1116	1233621	1234136	1	protein_coding	putative para-nitrobenzyl esterase
MRA_1117	1234154	1235266	-1	protein_coding	3-beta hydroxysteroid dehydrogenase/isomerase family protein
MRA_1118	1235276	1235533	-1	protein_coding	exodeoxyribonuclease VII small subunit
MRA_1119	1235523	1236770	-1	protein_coding	exodeoxyribonuclease VII large subunit
MRA_1120	1236767	1237405	-1	protein_coding	hypothetical protein
MRA_1121	1237495	1238502	1	protein_coding	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
MRA_1122	1238519	1239502	-1	protein_coding	hypothetical protein
MRA_1123	1239565	1240638	1	protein_coding	GTP-binding protein
MRA_1123A	1240726	1240923	1	protein_coding	hypothetical protein
MRA_1124	1240920	1241294	1	protein_coding	hypothetical protein
MRA_1125	1241497	1242195	1	protein_coding	putative exported protein
MRA_1126	1242425	1242700	-1	protein_coding	conserved hypothetical protein
MRA_1127	1242943	1243266	1	protein_coding	hypothetical protein
MRA_1128	1243281	1244141	-1	protein_coding	hypothetical protein
MRA_1128A	1244174	1244323	-1	protein_coding	hypothetical protein
MRA_1129	1244320	1244814	-1	protein_coding	hypothetical protein
MRA_1130	1245017	1246417	1	protein_coding	putative glucose-6-phosphate 1-dehydrogenase Zwf1
MRA_1131	1246439	1247461	1	protein_coding	6-phosphogluconate dehydrogenase
MRA_1132	1247454	1248362	-1	protein_coding	putative peroxidase BpoB
MRA_1133	1248437	1249387	1	protein_coding	putative epoxide hydrolase EphC
MRA_1134	1249392	1250636	1	protein_coding	hypothetical protein
MRA_1135	1250640	1251245	-1	protein_coding	hypothetical protein
MRA_1136	1251242	1252714	-1	protein_coding	pyruvate phosphate dikinase
MRA_1137	1252927	1254282	-1	protein_coding	hypothetical protein
MRA_1138	1254384	1255844	-1	protein_coding	putative transcriptional regulator protein
MRA_1139	1255865	1257445	1	protein_coding	MmgE/PrpD family protein
MRA_1140	1257442	1258623	1	protein_coding	citrate synthase I GltA1
MRA_1141	1258635	1260365	1	protein_coding	hypothetical protein
MRA_1142	1260377	1262656	-1	protein_coding	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
MRA_1143	1263232	1263468	1	protein_coding	hypothetical protein
MRA_1144	1263582	1265438	-1	protein_coding	PPE family protein
MRA_1145	1265624	1265866	1	protein_coding	putative acetyl-CoA acetyltransferase
MRA_1146	1265916	1266257	1	protein_coding	enoyl-CoA hydratase/isomerase family protein
MRA_1147	1266344	1266748	1	protein_coding	hypothetical protein
MRA_1148	1266782	1267798	-1	protein_coding	putative oxidoreductase
MRA_1149	1267795	1268295	-1	protein_coding	hypothetical protein
MRA_1150	1268657	1269505	1	protein_coding	hypothetical protein
MRA_1151	1269513	1270319	-1	protein_coding	enoyl-CoA hydratase EchA11
MRA_1152	1270462	1271268	-1	protein_coding	enoyl-CoA hydratase EchA10
MRA_1153	1271372	1272454	1	protein_coding	putative alpha-methylacyl-CoA racemase Mcr
MRA_1154	1272466	1273218	1	protein_coding	putative short-chain type dehydrogenase/reductase
MRA_1155	1273733	1274644	1	protein_coding	putative conserved transmembrane transport protein MmpL13a
MRA_1156	1274578	1276077	1	protein_coding	putative conserved transmembrane transport protein MmpL13b
MRA_1157	1276210	1276860	1	protein_coding	hypothetical protein
MRA_1158	1277610	1279058	-1	protein_coding	hypothetical protein
MRA_1159	1279203	1279610	1	protein_coding	ISMt1 transposase A
MRA_1160	1279267	1280130	1	protein_coding	ISMt1 transposase B
MRA_1161	1280214	1280927	-1	protein_coding	NAD-dependent deacetylase
MRA_1162	1280965	1281330	1	protein_coding	GntR family transcriptional regulator
MRA_1163	1281308	1282156	-1	protein_coding	putative O-methyltransferase
MRA_1164	1282153	1282794	-1	protein_coding	hypothetical protein
MRA_1165	1282739	1283182	1	protein_coding	hypothetical protein
MRA_1166	1283616	1284203	1	protein_coding	hypothetical protein
MRA_1167	1284366	1285481	-1	protein_coding	conserved hypothetical alanine and proline rich protein
MRA_1168	1285489	1286172	-1	protein_coding	conserved hypothetical alanine and proline rich protein
MRA_1169	1286302	1287597	1	protein_coding	conserved transmembrane protein
MRA_1170	1287594	1287878	-1	protein_coding	pterin-4-alpha-carbinolamine dehydratase
MRA_1171	1287905	1288330	1	protein_coding	putative mutator protein MutT2
MRA_1172	1288638	1292336	1	protein_coding	putative respiratory nitrate reductase alpha chain NarG
MRA_1173	1292375	1294051	1	protein_coding	putative respiratory nitrate reductase subunit beta NarH
MRA_1174	1294108	1294713	1	protein_coding	respiratory nitrate reductase delta chain NarJ
MRA_1175	1294716	1295456	1	protein_coding	putative respiratory nitrate reductase gamma chain NarI
MRA_1176	1295478	1297364	1	protein_coding	GTP-binding elongation factor family protein
MRA_1177	1297462	1299369	1	protein_coding	putative lipoprotein LpqW
MRA_1178	1299397	1300002	-1	protein_coding	putative transcriptional regulatory protein
MRA_1179	1300074	1301114	-1	protein_coding	PPE family protein
MRA_1180	1301132	1301434	-1	protein_coding	PE family protein
MRA_1181	1301614	1302525	1	protein_coding	N-Acetyl-1-D-myo-Inosityl-2-Amino-2-Deoxy-alpha-D-Glucopyranoside deacetylase MshB
MRA_1182	1302617	1303057	1	protein_coding	hypothetical protein
MRA_1183	1303065	1303991	-1	protein_coding	PE family protein
MRA_1184	1304241	1306811	1	protein_coding	putative F420 biosynthesis protein FbiC
MRA_1185	1306979	1307311	-1	protein_coding	T-cell antigen
MRA_1186	1307512	1309536	-1	protein_coding	2,4-dienoyl-CoA reductase
MRA_1187	1309533	1310102	-1	protein_coding	hypothetical protein
MRA_1188	1310315	1310641	1	protein_coding	ferredoxin FdxC
MRA_1189	1310674	1311762	1	protein_coding	hypothetical protein
MRA_1190	1311790	1314609	-1	protein_coding	hypothetical protein
MRA_1191	1315036	1321293	1	protein_coding	polyketide beta-ketoacyl synthase Pks3
MRA_1192	1321346	1322764	1	protein_coding	putative conserved polyketide synthase associated protein PapA3
MRA_1193	1322831	1325839	1	protein_coding	transmembrane transport protein MmpL10
MRA_1194	1325843	1326922	-1	protein_coding	hypothetical protein
MRA_1195	1327087	1328823	-1	protein_coding	fatty-acid-CoA ligase FadD21
MRA_1196	1329000	1330616	-1	protein_coding	hypothetical protein
MRA_1197	1330701	1332332	1	protein_coding	delta-1-pyrroline-5-carboxylate dehydrogenase
MRA_1198	1332332	1333321	1	protein_coding	proline dehydrogenase family protein
MRA_1199	1333403	1334275	1	protein_coding	RNA polymerase sigma-70 factor
MRA_1200	1334291	1335169	1	protein_coding	conserved hypothetical protein
MRA_1201	1335242	1336156	1	protein_coding	conserved hypothetical protein
MRA_1202	1336238	1337065	1	protein_coding	hypothetical protein
MRA_1203	1337105	1338526	1	protein_coding	fatty-acid-CoA ligase FadD36
MRA_1204	1338559	1339824	-1	protein_coding	hypothetical protein
MRA_1205	1340266	1340613	1	protein_coding	PE family protein
MRA_1205A	1340660	1341679	1	protein_coding	PPE family protein
MRA_1206	1341969	1342265	1	protein_coding	esat-6 like protein EsxK
MRA_1207	1342316	1342600	1	protein_coding	putative esat-6 like protein EsxL
MRA_1208	1342668	1343915	-1	protein_coding	IS1081 transposase
MRA_1209	1344252	1345529	1	protein_coding	conserved integral membrane transport protein
MRA_1210	1345526	1346479	-1	protein_coding	putative tetrahydrodipicolinate N-succinyltransferase
MRA_1211	1346570	1347634	1	protein_coding	succinyl-diaminopimelate desuccinylase
MRA_1212	1347631	1348215	-1	protein_coding	hypothetical protein
MRA_1213	1348246	1349934	-1	protein_coding	hypothetical protein
MRA_1214	1350029	1350592	1	protein_coding	hypothetical protein
MRA_1215	1350642	1352435	1	protein_coding	fatty-acid-CoA ligase FadD6
MRA_1216	1352501	1353457	1	protein_coding	dihydropteroate synthase
MRA_1217	1353454	1354428	1	protein_coding	hypothetical protein
MRA_1218	1354467	1354835	1	protein_coding	hypothetical protein
MRA_1219	1354832	1355446	1	protein_coding	DNA-3-methyladenine glycosidase I
MRA_1220	1355553	1355780	1	protein_coding	hypothetical protein
MRA_1221	1355808	1356971	-1	protein_coding	glycogen synthase
MRA_1222	1357146	1358360	1	protein_coding	glucose-1-phosphate adenylyltransferase
MRA_1223	1358603	1358935	-1	protein_coding	PE family protein
MRA_1224	1359069	1360754	-1	protein_coding	conserved hypothetical protein
MRA_1225	1360782	1361456	-1	protein_coding	putative conserved integral membrane protein
MRA_1226	1361465	1363111	-1	protein_coding	tetronasin ABC transporter permease protein
MRA_1227	1363108	1364043	-1	protein_coding	tetronasin ABC transporter ATP-binding protein
MRA_1228	1364033	1364671	-1	protein_coding	putative transcriptional regulatory protein
MRA_1229	1364813	1365460	-1	protein_coding	O-methyltransferase
MRA_1230	1365723	1366496	1	protein_coding	RNA polymerase sigma-70 factor
MRA_1231	1366459	1367118	1	protein_coding	hypothetical protein
MRA_1232	1367185	1368771	1	protein_coding	heat shock protein HtrA
MRA_1233	1368773	1369168	1	protein_coding	Sec-independent translocase
MRA_1234	1369201	1370031	-1	protein_coding	conserved hypothetical protein
MRA_1235	1370142	1371605	-1	protein_coding	putative transmembrane protein
MRA_1236	1371602	1372135	-1	protein_coding	putative transmembrane protein
MRA_1237	1372230	1372787	1	protein_coding	putative lipoprotein LpqX
MRA_1238	1373087	1374259	-1	protein_coding	putative MRP-related protein
MRA_1239	1374272	1375507	-1	protein_coding	putative membrane protein
MRA_1240	1375632	1376174	-1	protein_coding	putative membrane protein
MRA_1241	1376171	1377478	-1	protein_coding	hypothetical protein
MRA_1242	1377540	1378136	-1	protein_coding	hypothetical protein
MRA_1243	1378286	1378813	1	protein_coding	putative transmembrane protein
MRA_1244	1378834	1380240	1	protein_coding	sugar ABC transporter substrate-binding protein
MRA_1245	1380237	1381160	1	protein_coding	sugar ABC transporter permease protein SugA
MRA_1246	1381165	1381989	1	protein_coding	sugar ABC Transporter permease protein SugB
MRA_1247	1381994	1383175	1	protein_coding	sugar ABC transporter ATP-binding protein SugC
MRA_1248	1383252	1384352	-1	protein_coding	CorA family transport protein
MRA_1249	1384523	1385512	1	protein_coding	malate dehydrogenase
MRA_1250	1385588	1385848	1	protein_coding	hypothetical protein
MRA_1251	1385845	1386276	1	protein_coding	hypothetical protein
MRA_1252	1386299	1387987	-1	protein_coding	PE-PGRS family protein
MRA_1253	1388167	1389027	1	protein_coding	putative lipoprotein LpqZ
MRA_1254	1389108	1389938	-1	protein_coding	putative short-chain type dehydrogenase/reductase
MRA_1255	1389995	1390288	-1	protein_coding	hypothetical protein
MRA_1255A	1390285	1390554	-1	protein_coding	hypothetical protein
MRA_1256	1390667	1394311	-1	protein_coding	alpha-ketoglutarate decarboxylase
MRA_1257	1394504	1395292	-1	protein_coding	putative membrane protein
MRA_1258	1395489	1397228	1	protein_coding	putative drug-transport integral membrane protein
MRA_1259	1397131	1400550	-1	protein_coding	hypothetical protein
MRA_1260	1400606	1401214	-1	protein_coding	putative lipoprotein LprE
MRA_1261	1401280	1402971	1	protein_coding	ATP-dependent RNA helicase DeaD
MRA_1262	1402968	1404119	1	protein_coding	putative acyltransferase
MRA_1263	1404088	1404696	-1	protein_coding	putative transcriptional regulatory protein
MRA_1264	1404696	1405913	-1	protein_coding	putative cytochrome p450 130 CYP130
MRA_1265	1406027	1407394	-1	protein_coding	oxidoreductase
MRA_1266	1407391	1408650	-1	protein_coding	multidrug resistance efflux protein
MRA_1267	1408649	1409548	1	protein_coding	hypothetical protein
MRA_1268	1409550	1410668	1	protein_coding	hypothetical protein
MRA_1269	1410794	1411243	-1	protein_coding	hypothetical protein
MRA_1270	1411248	1411682	-1	protein_coding	HIT family protein
MRA_1271	1411741	1413129	1	protein_coding	amidase AmiB2
MRA_1272	1413204	1414397	1	protein_coding	putative adenylate cyclase
MRA_1273	1414570	1415250	1	protein_coding	hypothetical protein
MRA_1274	1415270	1417150	-1	protein_coding	serine/threonine protein kinase
MRA_1275	1417491	1418657	-1	protein_coding	putative transcriptional regulatory protein EmbR
MRA_1276	1418968	1419666	-1	protein_coding	hypothetical protein
MRA_1277	1419889	1420263	-1	protein_coding	putative conserved secreted protein
MRA_1278	1420324	1421058	-1	protein_coding	putative lipoprotein LprA
MRA_1279	1421271	1421612	-1	protein_coding	conserved hypothetical secreted protein
MRA_1280	1421720	1423615	-1	protein_coding	drugs ABC transporter ATP-binding protein
MRA_1281	1423612	1425360	-1	protein_coding	drugs ABC transporter ATP-binding protein
MRA_1282	1425507	1426064	1	protein_coding	putative lipoprotein LprB
MRA_1283	1426061	1426603	1	protein_coding	putative lipoprotein LprC
MRA_1284	1426748	1427224	-1	protein_coding	conserved hypothetical protein
MRA_1285	1427474	1428727	1	protein_coding	conserved hypothetical protein
MRA_1286	1428724	1431351	1	protein_coding	hypothetical protein
MRA_1287	1431372	1432958	1	protein_coding	putative dehydrogenase FAD flavoprotein GMC oxidoreductase
MRA_1288	1432975	1434750	-1	protein_coding	peptide ABC transporter substrate-binding protein
MRA_1289	1434743	1436581	-1	protein_coding	peptide ABC transporter ATP-binding protein
MRA_1290	1436578	1437453	-1	protein_coding	peptide ABC transporter permease protein
MRA_1291	1437450	1438427	-1	protein_coding	peptide ABC transporter permease protein
MRA_1292	1438634	1439125	1	protein_coding	beta-carbonic anhydrase
MRA_1293	1439219	1440217	1	protein_coding	sulfate adenylyltransferase subunit 2
MRA_1294	1440217	1442061	1	protein_coding	binfunctional sulfate adenylyltransferase subunit 1/adenylylsulfate kinase protein
MRA_1295	1442115	1442600	1	protein_coding	conserved hypothetical protein
MRA_1296	1442658	1444028	1	protein_coding	conserved hypothetical protein
MRA_1297	1444077	1444709	1	protein_coding	hypothetical protein
MRA_1298	1444792	1446357	-1	protein_coding	hypothetical protein
MRA_1298A	1446368	1446682	1	protein_coding	hypothetical protein
MRA_1299	1446809	1447144	-1	protein_coding	conserved hypothetical secreted protein
MRA_t18	1447503	1447575	-1	tRNA	-
MRA_1300	1447689	1449341	1	protein_coding	arginyl-tRNA synthetase
MRA_1301	1449338	1450681	1	protein_coding	diaminopimelate decarboxylase
MRA_1302	1450685	1452010	1	protein_coding	homoserine dehydrogenase
MRA_1303	1452007	1453089	1	protein_coding	threonine synthase
MRA_1304	1453307	1454257	1	protein_coding	homoserine kinase
MRA_1305	1454514	1456322	1	protein_coding	transcription termination factor Rho
MRA_1306	1456473	1456715	1	protein_coding	50S ribosomal protein L31
MRA_1307	1456805	1457878	1	protein_coding	peptide chain release factor 1
MRA_1308	1457875	1458852	1	protein_coding	HemK
MRA_1309	1458868	1459521	1	protein_coding	conserved hypothetical protein
MRA_1310	1459605	1460819	1	protein_coding	undecaprenyl-phosphate alpha-N-acetylglucosaminyltransferase
MRA_1311	1461076	1461561	1	protein_coding	hypothetical protein
MRA_1312	1461554	1462306	1	protein_coding	ATP synthase A chain AtpB
MRA_1313	1462355	1462600	1	protein_coding	ATP synthase C chain AtpE
MRA_1314	1462631	1463146	1	protein_coding	ATP synthase B chain AtpF
MRA_1315	1463153	1464493	1	protein_coding	ATP synthase delta chain AtpH
MRA_1316	1464538	1466187	1	protein_coding	ATP synthase alpha chain AtpA
MRA_1317	1466194	1467111	1	protein_coding	ATP synthase gamma chain AtpG
MRA_1318	1467151	1468611	1	protein_coding	ATP synthase beta chain AtpD
MRA_1319	1468625	1468990	1	protein_coding	ATP synthase epsilon chain AtpC
MRA_1320	1468998	1469441	1	protein_coding	conserved hypothetical secreted protein
MRA_1321	1469481	1470815	-1	protein_coding	putative transposase
MRA_1322	1470981	1471562	-1	protein_coding	hypothetical protein
MRA_1323	1471631	1472887	1	protein_coding	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
MRA_r01	1473156	1474692	1	rRNA	-
MRA_r02	1474968	1478105	1	rRNA	-
MRA_r03	1478209	1478323	1	rRNA	-
MRA_1324	1478444	1478941	-1	protein_coding	methylated-DNA--protein-cysteine methyltransferase
MRA_1325	1478938	1480428	-1	protein_coding	ada regulatory protein AlkA
MRA_1326	1480509	1482134	-1	protein_coding	putative adenylate cyclase
MRA_1327	1482204	1483811	-1	protein_coding	putative adenylate cyclase
MRA_1328	1483824	1485527	-1	protein_coding	putative adenylate cyclase
MRA_1329	1485589	1486269	1	protein_coding	hypothetical protein
MRA_1329A	1486292	1486588	1	protein_coding	hypothetical protein
MRA_1330	1486623	1487081	-1	protein_coding	conserved hypothetical protein
MRA_1331	1487172	1488341	1	protein_coding	acetyl-CoA acetyltransferase FadA4
MRA_1332	1488471	1489385	1	protein_coding	thioredoxin-related protein
MRA_1333	1489464	1491275	-1	protein_coding	PE-PGRS family protein
MRA_1334	1491427	1493622	-1	protein_coding	glycogen branching enzyme
MRA_1335	1493630	1495735	-1	protein_coding	putative glucanase GlgE
MRA_1336	1495874	1498465	1	protein_coding	glycogen phosphorylase family protein
MRA_1337	1498505	1500499	-1	protein_coding	ATP-dependent helicase DinG
MRA_1338	1500523	1501869	-1	protein_coding	nicotinate phosphoribosyltransferase
MRA_1339	1501971	1502276	1	protein_coding	ATP-dependent Clp protease adaptor protein
MRA_1340	1502236	1502892	1	protein_coding	putative transcriptional regulatory protein
MRA_1341	1502909	1503943	1	protein_coding	putative hydrolase
MRA_1342	1503951	1504391	1	protein_coding	hypothetical protein
MRA_1343	1504413	1504694	1	protein_coding	antigen Cfp10A
MRA_1344	1504704	1505675	1	protein_coding	cysteine synthase
MRA_1345	1505666	1506388	1	protein_coding	putative integral membrane protein
MRA_1346	1506385	1507200	1	protein_coding	glutamate racemase
MRA_1347	1507227	1508048	1	protein_coding	hypothetical protein
MRA_1348	1508065	1508844	1	protein_coding	ribonuclease PH
MRA_1349	1508883	1509497	1	protein_coding	putative deoxyribonucleotide triphosphate pyrophosphatase
MRA_1350	1509494	1509856	-1	protein_coding	hypothetical protein
MRA_1351	1509853	1510233	-1	protein_coding	putative conserved lipoprotein LprD
MRA_1352	1510278	1510598	1	protein_coding	acyl carrier protein
MRA_1353	1510591	1512156	1	protein_coding	fatty-acid-CoA ligase FadD33
MRA_1354	1512156	1513316	1	protein_coding	acyl-CoA dehydrogenase FadE14
MRA_1355	1513283	1513915	-1	protein_coding	Lysine N-acyltransferase MbtK
MRA_t19	1514038	1514121	1	tRNA	-
MRA_1356	1514357	1516936	1	protein_coding	drugs ABC transporter ATP-binding protein
MRA_1357	1516933	1518672	1	protein_coding	drugs ABC transporter ATP-binding protein
MRA_1358	1518801	1519544	1	protein_coding	3-ketoacyl-(acyl-carrier-protein) reductase
MRA_1359	1519541	1519870	1	protein_coding	hypothetical protein
MRA_1360	1520073	1520444	1	protein_coding	hypothetical protein
MRA_1361	1520510	1521295	-1	protein_coding	TetR/AcrR family transcriptional regulator
MRA_1362	1521315	1523186	-1	protein_coding	conserved hypothetical protein
MRA_1363	1523195	1525342	-1	protein_coding	putative molybdopterin biosynthesis protein MoeY
MRA_1364	1525339	1526130	-1	protein_coding	hypothetical protein
MRA_1365	1526603	1527526	-1	protein_coding	hypothetical protein
MRA_1366	1527922	1531401	1	protein_coding	LuxR family transcriptional regulator
MRA_1367	1531483	1532235	1	protein_coding	putative transcriptional regulatory protein
MRA_1368	1532283	1532507	-1	protein_coding	hypothetical protein
MRA_1369	1532658	1533680	1	protein_coding	N5,N10-methylenetetrahydromethanopterin reductase-related protein
MRA_1370	1533753	1534943	-1	protein_coding	PPE family protein
MRA_1371	1535258	1535920	-1	protein_coding	putative membrane protein
MRA_1372	1535917	1536702	-1	protein_coding	hypothetical protein
MRA_1373	1536993	1538954	-1	protein_coding	conserved hypothetical protein
MRA_1374	1539093	1539479	-1	protein_coding	anti-anti-sigma factor RsfA
MRA_1375	1539700	1540521	1	protein_coding	hypothetical protein
MRA_1376	1540490	1540750	1	protein_coding	hypothetical protein
MRA_1377	1540822	1541955	-1	protein_coding	conserved hypothetical protein
MRA_1378	1542330	1543115	1	protein_coding	putative conserved lipoprotein LprF
MRA_1379	1543304	1544188	-1	protein_coding	IS6110 transposase
MRA_1380	1544239	1544565	-1	protein_coding	IS6110 hypothetical protein
MRA_1381	1544669	1546138	1	protein_coding	desaturase-related protein
MRA_1382	1546135	1547316	1	protein_coding	conserved hypothetical protein
MRA_1383	1547322	1548302	1	protein_coding	glycolipid sulfotransferase
MRA_1383A	1548382	1548840	-1	protein_coding	hypothetical protein
MRA_1384	1549142	1550461	1	protein_coding	hypothetical protein
MRA_1385	1550458	1551951	1	protein_coding	hypothetical protein
MRA_1386	1551889	1552527	-1	protein_coding	hypothetical protein
MRA_1387	1552538	1553965	-1	protein_coding	hypothetical protein
MRA_1388	1553964	1554545	1	protein_coding	pyrimidine regulatory protein PyrR
MRA_1389	1554542	1555501	1	protein_coding	aspartate carbamoyltransferase catalytic subunit
MRA_1390	1555498	1556790	1	protein_coding	dihydroorotase
MRA_1391	1556787	1557284	1	protein_coding	putative export protein
MRA_1392	1557281	1558411	1	protein_coding	carbamoyl-phosphate synthase small subunit
MRA_1393	1558411	1561758	1	protein_coding	carbamoyl-phosphate synthase large subunit
MRA_1394	1561755	1562579	1	protein_coding	orotidine 5'-phosphate decarboxylase
